0,1,2,3,Label
-0.23737892851060804,0.9512441221997056,0.11573226004659548,-0.030384148904390045,2
-1.4792490764621091,-0.41470064224578285,-0.08324950204661852,-0.07375694346188258,0
-0.2757134112493338,0.7304375673705744,0.11272657789324095,0.012205924159160907,2
0.516826280054353,-0.5474274761852552,0.3092080736036991,-0.046533265381287256,3
-0.32138455916025555,0.5116156992550621,0.1778372250574458,0.04767037700997863,2
1.635139800010844,-0.028222521502454412,-0.3148431955754258,0.6173897294755964,1
-0.2933811620869895,0.6333949803335693,0.14983996637208064,0.1256318292274605,2
0.5407864500361681,-0.4561607252957959,0.19604099134771727,0.2394744712519095,3
-1.4814364647151474,-0.5230352526152192,-0.06510133553771963,-0.16990529069193192,0
-1.5329632494185632,-0.7924838576353966,0.05791060407695242,-0.09687079574015196,0
-1.5040300804960816,-0.5211737131218892,0.028907906841208718,0.29663795587101427,0
0.5163088046617137,-0.4982536635827536,0.5428487156784134,0.1346308237711715,3
-0.287398666753383,0.7869335277077735,0.2314237732368489,-0.058400858202351046,2
1.5601303116035372,-0.5190568117053014,-0.15567244287012896,0.020081261600349457,1
0.5076330925968007,-0.537846583260198,0.4645393595448818,0.17910565531817677,3
-0.2586827521896915,0.7926599924988452,-0.23506976924873135,-0.07041040049237193,2
0.5085252248867675,-0.6325647352023781,0.15883390761916183,0.17058600577453636,3
0.6050077996710304,-0.025087160124743546,0.32120448095829146,-0.3686744054261117,3
1.6956144169673415,0.22015710387883758,-0.423291451697763,0.7568510698222711,1
0.5634815719649762,-0.1857453508667697,0.46131215337186143,-0.033136821678505166,3
1.5928485537982415,-0.22452040693868536,0.1771214589112881,-0.4282879334387069,1
1.555719803287531,-0.5099566602255137,-0.19902723625679763,-0.13396936303454643,1
1.5504493980626393,-0.5895266011731113,-0.5589953512086764,-0.01727355286586523,1
1.6098833906961119,-0.254793467576519,-0.30604561981852413,-0.4007230170509485,1
1.586914238301198,-0.3222168150598884,0.15608695723822483,-0.24716007243923654,1
0.5420069842999493,-0.40793487324326383,0.27292865007101236,-0.1443541488635531,3
0.561124779369222,-0.38911548734749524,-0.06516280643697808,0.08499880701642429,3
-1.433207215243722,-0.40698219762326093,-0.16900863844213518,0.024459786352047645,0
0.5538872893688755,-0.3454057571511735,0.1585965594546812,-0.26210691618839893,3
-0.242872701458136,0.9312723630140801,-0.22224224011156896,0.2290935410554547,2
-1.4760408500576838,-0.4357312964408453,0.12510217183653347,0.138195493441613,0
0.6138458393508448,0.08939083063905262,0.257764138309928,-0.11500791350933703,3
-1.4728488933387873,-0.448275730920926,-0.22571410087338772,-0.16278110174325053,0
0.6102306503248043,0.005707027382734653,0.2288482723693108,-0.06774298636703611,3
-0.2817459181193023,0.7911961865683234,0.09508534465736587,-0.15318075011424376,2
-1.4865589472078555,-0.5172017246731064,-0.13398854585881223,-0.13398351226416155,0
1.6453148419375516,0.004274181148400058,-0.5205416449871555,0.4584635342457244,1
0.5371512753625334,-0.46025624581415225,0.2513560371385866,-0.17419672324856852,3
-1.4827910085839553,-0.4756319780388193,-0.18032618702633674,-0.17895366665977513,0
-0.2766384221298974,0.641243755948287,-0.08940817470950643,-0.38486817452653077,2
-0.2499369602073258,0.8891388585732197,0.06727382191173623,0.04319912731000224,2
-1.476624422155041,-0.4490881164274585,0.030079490699286657,-0.06327334312335456,0
-1.515183144657039,-0.6370203151955613,0.039388421838631275,-0.18952434429577553,0
0.5705204483760578,-0.20258289982370292,0.014998104318754882,0.1448869750664048,3
-1.4905300438339197,-0.5322841780150318,0.08615402007121915,-0.059123029609153784,0
-0.290681131919329,0.8266932888048663,0.23945294095118957,-0.017169094727159443,2
0.5553500809962189,-0.2980008363783391,0.43765606225495457,0.08196308628340682,3
0.4989707126368508,-0.6402403206831846,0.2669276729882443,0.13966470056145838,3
0.5522475192424965,-0.3417407913401449,0.08696194230821672,0.0034975623310755247,3
-0.2873510651475182,0.7074770742166238,0.0295138465642479,0.1051219687884205,2
-0.3294141186214896,0.4455421161958292,0.013316107628074246,-0.020661202915236133,2
-0.23541947874230473,0.9294009769816857,-0.35324582849566805,0.08874919308904847,2
0.5298383664999062,-0.4143219976593021,0.4645915804061803,-0.14578229644203725,3
-0.25184970673336915,0.9893917473035901,0.09988055204053818,-0.049823270315229984,2
1.6204451203345003,-0.04783993048313351,-0.08286767974056533,0.027605012320414585,1
-0.23583153378004362,1.0684690307771336,-0.09834674965712051,-0.10388447294785183,2
-0.26123746247624013,0.8563245577065418,0.015164093423367893,-0.12509331451517008,2
-1.5025467309716725,-0.598803998539255,-0.06515877248564372,-0.13438010263691355,0
-1.4697543604924812,-0.3522778871447385,0.015122900998283076,0.08745714527559965,0
1.558012416023586,-0.6841970115518747,-0.5524043848159551,0.04582366650664105,1
-0.2733579997955111,0.8085411880940535,-0.09201222326613162,-0.11669170144108218,2
-0.33232647528848647,0.39986992726084114,-0.1303269524368621,0.09696216300698537,2
1.660511862885869,0.09204510114258435,-0.09104369828271716,-0.12036473518208117,1
1.5781879729801997,-0.5453226299343488,-0.669242347960048,0.02835132559743539,1
